no,daerah,tipe
4778,lolak,kecamatan
4779,sangtombolang,kecamatan
4780,dumoga utara,kecamatan
4781,dumoga barat,kecamatan
4782,dumoga timur,kecamatan
4783,passi barat,kecamatan
4784,passi timur,kecamatan
4785,bilalang,kecamatan
4786,sangtombolang,kecamatan
4787,bolaang timur,kecamatan
4788,langowan timur,kecamatan
4789,tompaso,kecamatan
4790,kawangkoan,kecamatan
4791,sonder,kecamatan
4792,tombariri,kecamatan
4793,pineleng,kecamatan
4794,tondano timur,kecamatan
4795,remboken,kecamatan
4796,kakas,kecamatan
4797,lembean timur,kecamatan
4798,eris,kecamatan
4799,kombi,kecamatan
4800,langowan barat,kecamatan
4801,tombulu,kecamatan
4802,tondano barat,kecamatan
4803,tondano utara,kecamatan
4804,langowan selatan,kecamatan
4805,tondano selatan,kecamatan
4806,langowan utara,kecamatan
4807,manganitu selatan,kecamatan
4808,tamako,kecamatan
4809,tabukan selatan,kecamatan
4810,tabukan tengah,kecamatan
4811,manganitu,kecamatan
4812,tahuna,kecamatan
4813,tabukan utara,kecamatan
4814,kendahe,kecamatan
4815,tatoareng,kecamatan
4816,nusa tabukan,kecamatan
4817,tabukan selatan tengah,kecamatan
4818,tabukan selatan tenggara,kecamatan
4819,tahuna timur,kecamatan
4820,tahuna barat,kecamatan
4821,kepulauan marore,kecamatan
4822,kabaruan,kecamatan
4823,lirung,kecamatan
4824,melonguane,kecamatan
4825,beo,kecamatan
4826,rainis,kecamatan
4827,essang,kecamatan
4828,nanusa,kecamatan
4829,gemeh,kecamatan
4830,damau,kecamatan
4831,tanpa namma,kecamatan
4832,lirung selatan,kecamatan
4833,kalongan,kecamatan
4834,moronge,kecamatan
4835,melonguane timur,kecamatan
4836,beo utara,kecamatan
4837,beo selatan,kecamatan
4838,pulutan,kecamatan
4839,essang selatan,kecamatan
4840,miangas,kecamatan
4841,salibabu,kecamatan
4842,modoinding,kecamatan
4843,tompaso baru,kecamatan
4844,ranoyapo,kecamatan
4845,motoling,kecamatan
4846,tenga,kecamatan
4847,amurang,kecamatan
4848,tareran,kecamatan
4849,kumelembuai,kecamatan
4850,maesaan,kecamatan
4851,amurang barat,kecamatan
4852,amurang timur,kecamatan
4853,tatapan,kecamatan
4854,motoling barat,kecamatan
4855,motoling timur,kecamatan
4856,sulta,kecamatan
4857,tumpaan,kecamatan
4858,sinonsayang,kecamatan
4859,ratatotok,kecamatan
4860,pusomaen,kecamatan
4861,kauditan,kecamatan
4862,airmadidi,kecamatan
4863,dimembe,kecamatan
4864,wori,kecamatan
4865,likupang timur,kecamatan
4866,kema,kecamatan
4867,likupang barat,kecamatan
4868,kalawat,kecamatan
4869,talawaan,kecamatan
4870,likupang selatan,kecamatan
4871,bintauna,kecamatan
4872,bolaang itang timur,kecamatan
4873,bolaang itang barat,kecamatan
4874,kaidipang,kecamatan
4875,pinogaluman,kecamatan
4876,sangkub,kecamatan
4877,biaro,kecamatan
4878,siau barat,kecamatan
4879,siau barat selatan,kecamatan
4880,siau barat utara,kecamatan
4881,siau tengah,kecamatan
4882,siau timur,kecamatan
4883,siau timur selatan,kecamatan
4884,tagulandang,kecamatan
4885,tagulandang selatan,kecamatan
4886,tagulandang utara,kecamatan
4887,ratatotok,kecamatan
4888,pusomaen,kecamatan
4889,belang,kecamatan
4890,ratahan,kecamatan
4891,tombatu,kecamatan
4892,touluaan,kecamatan
4893,touluaan selatan,kecamatan
4894,silian raya,kecamatan
4895,tombatu timur,kecamatan
4896,tombatu utara,kecamatan
4897,pasan,kecamatan
4898,ratahan timur,kecamatan
4899,kotabunan,kecamatan
4900,nuangan,kecamatan
4901,kec.tutuyan,kecamatan
4902,modayag,kecamatan
4903,modayag barat,kecamatan
4904,bolaang uki,kecamatan
4905,posigadan,kecamatan
4906,pinolosian,kecamatan
4907,pinolosian timur,kecamatan
4908,pinolosian tengah,kecamatan
4909,malalayang,kecamatan
4910,sario,kecamatan
4911,wenang,kecamatan
4912,mapanget,kecamatan
4913,bunaken,kecamatan
4914,wanea,kecamatan
4915,tikala,kecamatan
4916,tuminting,kecamatan
4917,singkil,kecamatan
4918,ranowulu,kecamatan
4919,matuari,kecamatan
4920,girian,kecamatan
4921,madidir,kecamatan
4922,maesa,kecamatan
4923,aertembaga,kecamatan
4924,lembeh utara,kecamatan
4925,lembeh selatan,kecamatan
4926,tomohon utara,kecamatan
4927,tomohon tengah,kecamatan
4928,tomohon selatan,kecamatan
4929,tomohon timur,kecamatan
4930,tomohon barat,kecamatan
4931,kotamobagu barat,kecamatan
4932,kotamobagu timur,kecamatan
4933,kotamobagu utara,kecamatan
4934,kotamobagu selatan,kecamatan
4935,labobo,kecamatan
4936,banggai,kecamatan
4937,totikum,kecamatan
4938,tinangkung,kecamatan
4939,liang,kecamatan
4940,bulagi,kecamatan
4941,buko,kecamatan
4942,bokan kepulauan,kecamatan
4943,bulagi selatan,kecamatan
4944,bangkurung,kecamatan
4945,banggai utara,kecamatan
4946,banggai tengah,kecamatan
4947,banggai selatan,kecamatan
4949,tinangkung selatan,kecamatan
4950,tinangkung utara,kecamatan
4951,peling tengah,kecamatan
4952,bulagi utara,kecamatan
4953,buko selatan,kecamatan
4954,banggai utara,kecamatan
4955,banggai,kecamatan
4956,labobo,kecamatan
4957,bokan kepulauan,kecamatan
4958,bangkurung,kecamatan
4959,banggai tengah,kecamatan
4960,banggai selatan,kecamatan
4961,totikum selatan,kecamatan
4962,banawa,kecamatan
4963,labuan,kecamatan
4964,sindue,kecamatan
4965,sirenja,kecamatan
4966,balaesang,kecamatan
4967,damsol,kecamatan
4968,sojol,kecamatan
4969,rio pakava,kecamatan
4970,banawa selatan,kecamatan
4971,tanantovea,kecamatan
4972,pinembani,kecamatan
4973,banawa tengah,kecamatan
4974,sindue tombusabora,kecamatan
4975,sindue tobata,kecamatan
4976,sojol utara,kecamatan
4977,balaesang tanjung,kecamatan
4978,dompelas sojol,kecamatan
4979,pamona selatan,kecamatan
4980,lore selatan,kecamatan
4981,pamona utara,kecamatan
4982,lore utara,kecamatan
4983,poso pesisir,kecamatan
4984,lage,kecamatan
4985,poso kota,kecamatan
4986,pamona timur,kecamatan
4987,lore tengah,kecamatan
4988,pamona barat,kecamatan
4989,poso pesisir selatan,kecamatan
4990,poso pesisir utara,kecamatan
4991,poso kota utara,kecamatan
4992,lore barat,kecamatan
4993,poso kota selatan,kecamatan
4994,pamona puselemba,kecamatan
4995,lore timur,kecamatan
4996,lore peore,kecamatan
4997,pamona tenggara,kecamatan
4998,toili,kecamatan
4999,batui,kecamatan
5000,bunta,kecamatan
5001,kintom,kecamatan
5002,luwuk,kecamatan
5003,pagimana,kecamatan
5004,lamala,kecamatan
5005,balantak,kecamatan
5006,bualemo,kecamatan
5007,toili barat,kecamatan
5008,nuhon,kecamatan
5009,luwuk timur,kecamatan
5010,masama,kecamatan
5011,biau,kecamatan
5012,momunu,kecamatan
5013,bokat,kecamatan
5014,bunobogu,kecamatan
5015,paleleh,kecamatan
5016,tiloan,kecamatan
5017,bukal,kecamatan
5018,gadung,kecamatan
5019,lipunoto,kecamatan
5020,karamat,kecamatan
5021,paleleh barat,kecamatan
5022,lakea,kecamatan
5023,dampal selatan,kecamatan
5024,dampal utara,kecamatan
5025,dondo,kecamatan
5026,baolan,kecamatan
5027,galang,kecamatan
5028,utara toli-toli,kecamatan
5029,ogo deide,kecamatan
5030,basidondo,kecamatan
5031,lampasio,kecamatan
5032,dako pemean,kecamatan
5033,menui kepulauan,kecamatan
5034,bungku selatan,kecamatan
5035,bungku tengah,kecamatan
5036,bungku barat,kecamatan
5037,lembo,kecamatan
5038,mori atas,kecamatan
5039,petasia,kecamatan
5040,bungku utara,kecamatan
5041,bahodopi,kecamatan
5042,soyo jaya,kecamatan
5043,witaponda,kecamatan
5044,mamosalato,kecamatan
5045,bumi raya,kecamatan
5046,sausu,kecamatan
5047,parigi,kecamatan
5048,ampibabo,kecamatan
5049,tinombo,kecamatan
5050,tomini,kecamatan
5051,moutong,kecamatan
5052,bolano lambunu,kecamatan
5053,kasimbar,kecamatan
5054,torue,kecamatan
5055,tinombo selatan,kecamatan
5056,parigi selatan,kecamatan
5057,mepanga,kecamatan
5058,malakosa,kecamatan
5059,parigi barat,kecamatan
5060,parigi utara,kecamatan
5061,ribulu,kecamatan
5062,siniu,kecamatan
5063,palasa,kecamatan
5064,taopa,kecamatan
5065,parigi tengah,kecamatan
5066,balinggi,kecamatan
5067,ongka malino,kecamatan
5068,bolano,kecamatan
5069,lambunu,kecamatan
5070,tojo,kecamatan
5071,ulubongka,kecamatan
5072,ampana tete,kecamatan
5073,ampana kota,kecamatan
5074,una - una,kecamatan
5075,walea kepulauan,kecamatan
5076,togean,kecamatan
5077,tojo barat,kecamatan
5078,walea besar,kecamatan
5079,kulawi,kecamatan
5080,pipikoro,kecamatan
5081,kulawi selatan,kecamatan
5082,lindu,kecamatan
5083,palolo,kecamatan
5084,nokilalaki,kecamatan
5085,dolo,kecamatan
5086,dolo selatan,kecamatan
5087,dolo barat,kecamatan
5088,marawola,kecamatan
5089,kinovaru,kecamatan
5090,marawola barat,kecamatan
5091,sigibiromaru,kecamatan
5092,gumbasa,kecamatan
5093,tanambulava,kecamatan
5094,palu barat,kecamatan
5095,palu selatan,kecamatan
5096,palu timur,kecamatan
5097,palu utara,kecamatan
5098,mandai,kecamatan
5099,maros baru,kecamatan
5100,maros utara,kecamatan
5101,bantimurung,kecamatan
5102,tanralili,kecamatan
5103,camba,kecamatan
5104,mallawa,kecamatan
5105,moncongloe,kecamatan
5106,turikale,kecamatan
5107,marusu,kecamatan
5108,lau,kecamatan
5109,simbang,kecamatan
5110,tompobulu,kecamatan
5111,cenrana,kecamatan
5112,bontoa,kecamatan
5113,liukang tangaya,kecamatan
5114,liukang kalukuang masalim,kecamatan
5115,liukang tapabiring,kecamatan
5116,pangkajene,kecamatan
5117,balocci,kecamatan
5118,bungoro,kecamatan
5119,labakkang,kecamatan
5120,ma`rang,kecamatan
5121,sigeri,kecamatan
5122,minasatene,kecamatan
5123,tondong tallasa,kecamatan
5124,mandalle,kecamatan
5125,liukang tupabbiring utara,kecamatan
5126,bontonompo,kecamatan
5127,bajeng,kecamatan
5128,pallangga,kecamatan
5129,somba opu,kecamatan
5130,bontomarannu,kecamatan
5131,parang loe,kecamatan
5132,tinggi moncong,kecamatan
5133,bungaya,kecamatan
5134,tompobulu,kecamatan
5135,barombong,kecamatan
5136,biring bulu,kecamatan
5137,tombolo pao,kecamatan
5138,manuju,kecamatan
5139,bontolempangan,kecamatan
5140,pattallassang,kecamatan
5141,bontonompo selatan,kecamatan
5142,parigi,kecamatan
5143,bajeng barat,kecamatan
5144,pattalasang,kecamatan
5145,mangarabombang,kecamatan
5146,mappakasunggu,kecamatan
5147,polombangkeng selatan,kecamatan
5148,polombangkeng utara,kecamatan
5149,galesong selatan,kecamatan
5150,galesong utara,kecamatan
5151,pattallassang,kecamatan
5152,sanrobone,kecamatan
5153,galesong,kecamatan
5154,bangkala,kecamatan
5155,tamalatea,kecamatan
5156,binamu,kecamatan
5157,batang,kecamatan
5158,kelara,kecamatan
5159,bangkala barat,kecamatan
5160,bontoramba,kecamatan
5161,turatea,kecamatan
5162,arungkeke,kecamatan
5163,rumbia,kecamatan
5164,tarowang,kecamatan
5165,tanete riaja,kecamatan
5166,tanete rilau,kecamatan
5167,barru,kecamatan
5168,soppeng riaja,kecamatan
5169,mallusetasi,kecamatan
5170,balusu,kecamatan
5171,pujananting,kecamatan
5172,bontocani,kecamatan
5173,kahu,kecamatan
5174,kajuara,kecamatan
5175,selomekko,kecamatan
5176,tonra,kecamatan
5177,patimpeng,kecamatan
5178,libureng,kecamatan
5179,mare,kecamatan
5180,sibulue,kecamatan
5181,cina,kecamatan
5182,barebbo,kecamatan
5183,ponre,kecamatan
5184,lappariaja,kecamatan
5185,lamuru,kecamatan
5186,bengo,kecamatan
5187,ulaweng,kecamatan
5188,palakka,kecamatan
5189,awangpone,kecamatan
5190,tellu siattinge,kecamatan
5191,amali,kecamatan
5192,ajangale,kecamatan
5193,dua boccoe,kecamatan
5194,cenrana,kecamatan
5195,tanete riattang barat,kecamatan
5196,tanete riattang,kecamatan
5197,tanete riattang timur,kecamatan
5198,tellu limpoe,kecamatan
5199,sabbangparu,kecamatan
5200,tempe,kecamatan
5201,pammana,kecamatan
5202,bola,kecamatan
5203,takkalala,kecamatan
5204,sajo anging,kecamatan
5205,majauleng,kecamatan
5206,tanasitolo,kecamatan
5207,belawa,kecamatan
5208,maniang pajo,kecamatan
5209,keera,kecamatan
5210,pitumpanua,kecamatan
5211,gilireng,kecamatan
5212,penrang,kecamatan
5213,mariowiwawo,kecamatan
5214,lalabata,kecamatan
5215,liliriaja,kecamatan
5216,lili rilau,kecamatan
5217,donri-donri,kecamatan
5218,mario riawa,kecamatan
5219,ganra,kecamatan
5220,citta,kecamatan
5221,bissappu,kecamatan
5222,bantaeng,kecamatan
5223,tompobulu,kecamatan
5224,ulu ere,kecamatan
5225,ere merasa,kecamatan
5226,pa`jukukang,kecamatan
5227,gantarang keke,kecamatan
5228,sinoa,kecamatan
5229,gantarang,kecamatan
5230,ujung bulu,kecamatan
5231,bontobahari,kecamatan
5232,bontotiro,kecamatan
5233,hero lange-lange,kecamatan
5234,kajang,kecamatan
5235,bulukumba,kecamatan
5236,rilau ale,kecamatan
5237,kindang,kecamatan
5238,ujung loe,kecamatan
5239,sinjai barat,kecamatan
5240,sinjai borong,kecamatan
5241,sinjai selatan,kecamatan
5242,tellu limpoe,kecamatan
5243,sinjai timur,kecamatan
5244,sinjai tengah,kecamatan
5245,sinjai utara,kecamatan
5246,bulupoddo,kecamatan
5247,pulau sembilan,kecamatan
5248,pasimarannu,kecamatan
5249,pasimassunggu,kecamatan
5250,bontosikuyu,kecamatan
5251,bontoharu,kecamatan
5252,bontomatene,kecamatan
5253,bontomanai,kecamatan
5254,benteng,kecamatan
5255,taka bonerate,kecamatan
5256,pasilambena,kecamatan
5257,pasimasunggu timur,kecamatan
5258,buki,kecamatan
5259,pasimasunggu,kecamatan
5260,suppa,kecamatan
5261,mattiro sompe,kecamatan
5262,mattiro bulu,kecamatan
5263,watang sawitto,kecamatan
5264,patampanua,kecamatan
5265,cempa,kecamatan
5266,duampanua,kecamatan
5267,lembang,kecamatan
5268,lanrisang,kecamatan
5269,tiroang,kecamatan
5270,paleteang,kecamatan
5271,batulappa,kecamatan
5272,panca lautang,kecamatan
5273,tellulimpoe,kecamatan
5274,watangpulu,kecamatan
5275,baranti,kecamatan
5276,panca rijang,kecamatan
5277,maritengae,kecamatan
5278,pitu riawa,kecamatan
5279,duapitue,kecamatan
5280,kulo,kecamatan
5281,pitu riase,kecamatan
5282,watang sidenreng,kecamatan
5283,maiwa,kecamatan
5284,enrekang,kecamatan
5285,barakka,kecamatan
5286,anggeraja,kecamatan
5287,alla,kecamatan
5288,bungin,kecamatan
5289,cendana,kecamatan
5290,curio,kecamatan
5291,malua,kecamatan
5292,buntu batu,kecamatan
5293,masale,kecamatan
5294,baroko,kecamatan
5295,larompong,kecamatan
5296,suli,kecamatan
5297,belopa,kecamatan
5298,bajo,kecamatan
5299,bassesangtempe,kecamatan
5300,buaponrang,kecamatan
5301,bua,kecamatan
5302,walenrang,kecamatan
5303,lamasi,kecamatan
5304,latimojong,kecamatan
5305,larompong selatan,kecamatan
5306,kamanre,kecamatan
5307,walenrang barat,kecamatan
5308,walenrang utara,kecamatan
5309,walenrang timur,kecamatan
5310,lamasi timur,kecamatan
5311,suli barat,kecamatan
5312,bajo barat,kecamatan
5313,ponrang selatan,kecamatan
5314,ponrang,kecamatan
5315,bolopa utara,kecamatan
5316,bonggakaradeng,kecamatan
5317,mengkendek,kecamatan
5318,sangalla,kecamatan
5319,makale,kecamatan
5320,saluputti,kecamatan
5321,simbuang,kecamatan
5322,rantetayo,kecamatan
5323,bittuang,kecamatan
5324,ranomeeto,kecamatan
5325,mappak,kecamatan
5326,gadang batu silanan,kecamatan
5327,sangala selatan,kecamatan
5328,sangala utara,kecamatan
5329,makale selatan,kecamatan
5330,makale utara,kecamatan
5331,rembon,kecamatan
5332,masanda,kecamatan
5333,malimbong balepe,kecamatan
5334,kurra,kecamatan
5335,sabbang,kecamatan
5336,baebunta,kecamatan
5337,malangke,kecamatan
5338,sukamaju,kecamatan
5339,bone-bone,kecamatan
5340,massamba,kecamatan
5341,limbong,kecamatan
5342,mappedeceng,kecamatan
5343,sekko,kecamatan
5344,rampi,kecamatan
5345,malangke barat,kecamatan
5346,tana lili,kecamatan
5347,burau,kecamatan
5348,tomoni,kecamatan
5349,wotu,kecamatan
5350,malili,kecamatan
5351,nuha,kecamatan
5352,mangkutana,kecamatan
5353,towuti,kecamatan
5354,angkona,kecamatan
5355,tomoni timur,kecamatan
5356,kalaena,kecamatan
5357,wasuponda,kecamatan
5358,awan rante karua,kecamatan
5359,balusu,kecamatan
5360,bengkelekila,kecamatan
5361,baruppu,kecamatan
5362,buntao,kecamatan
5363,kapala pitu,kecamatan
5364,kesu,kecamatan
5365,nanggala,kecamatan
5366,rantebua,kecamatan
5367,rantepao,kecamatan
5368,rindingallo,kecamatan
5369,sa`dan,kecamatan
5370,sanggalangi,kecamatan
5371,sesean,kecamatan
5372,sesean suloara,kecamatan
5373,sopai,kecamatan
5374,tallunglipu,kecamatan
5375,tikala,kecamatan
5376,tondon,kecamatan
5377,dende` piongan napo,kecamatan
5378,buntu pepasan,kecamatan
5379,mariso,kecamatan
5380,mamajang,kecamatan
5381,tamalate,kecamatan
5382,makasar,kecamatan
5383,ujung pandang,kecamatan
5384,wajo,kecamatan
5385,bontoala,kecamatan
5386,ujung tanah,kecamatan
5387,tallo,kecamatan
5388,panakukkang,kecamatan
5389,biringkanaya,kecamatan
5390,tamalanrea,kecamatan
5391,rappocini,kecamatan
5392,manggala,kecamatan
5393,bacukiki,kecamatan
5394,ujung,kecamatan
5395,soreang,kecamatan
5396,bacukiki barat,kecamatan
5397,wara,kecamatan
5398,wara utara,kecamatan
5399,wara selatan,kecamatan
5400,telluwanua,kecamatan
5401,wara timur,kecamatan
5402,wara barat,kecamatan
5403,sendana,kecamatan
5404,mungkajang,kecamatan
5405,bara,kecamatan
5406,soropia,kecamatan
5407,sampara,kecamatan
5408,lambuya,kecamatan
5409,pondidaha,kecamatan
5410,wawotobi,kecamatan
5411,unaaha,kecamatan
5412,abuki,kecamatan
5413,bondoala,kecamatan
5414,uepai,kecamatan
5415,wonggeduku,kecamatan
5416,tongauna,kecamatan
5417,latoma,kecamatan
5418,besulutu,kecamatan
5419,puriala,kecamatan
5420,meluhu,kecamatan
5421,amonggedo,kecamatan
5422,wawonii barat,kecamatan
5423,wawonii timur,kecamatan
5424,wawonii selatan,kecamatan
5425,wawonii utara,kecamatan
5426,routa,kecamatan
5427,anggaberi,kecamatan
5428,wawoni tengah,kecamatan
5429,kapoiala,kecamatan
5430,konawe,kecamatan
5431,asinua,kecamatan
5432,wawonii tenggara,kecamatan
5433,wawonii timur laut,kecamatan
5434,lalonggasumeeto,kecamatan
5435,onembute,kecamatan
5436,tongkuno,kecamatan
5437,parigi,kecamatan
5438,kabawo,kecamatan
5439,lawa,kecamatan
5440,kusambi,kecamatan
5441,katobu,kecamatan
5442,napabalano,kecamatan
5443,wakorumba selatan,kecamatan
5444,lohia,kecamatan
5445,kontunaga,kecamatan
5446,sawerigadi,kecamatan
5447,maginti,kecamatan
5448,kabangka,kecamatan
5449,maligano,kecamatan
5450,tiworo tengah,kecamatan
5451,barangka,kecamatan
5452,watopute,kecamatan
5453,batalaiworu,kecamatan
5454,duruka,kecamatan
5455,lasalepa,kecamatan
5456,pasir putih,kecamatan
5457,tiworo kepulauan,kecamatan
5458,bone,kecamatan
5459,kontu kowuna,kecamatan
5460,marobo,kecamatan
5461,tongkuno selatan,kecamatan
5462,pasi kolaga,kecamatan
5463,batukara,kecamatan
5464,wa daga,kecamatan
5465,napano kusambi,kecamatan
5466,towea,kecamatan
5467,tiworo selatan,kecamatan
5468,tiworo utara,kecamatan
5469,lasalimu,kecamatan
5470,pasar wajo,kecamatan
5471,sampolawa,kecamatan
5472,batauga,kecamatan
5473,kapontori,kecamatan
5474,gu,kecamatan
5475,lakudo,kecamatan
5476,mawasangka,kecamatan
5477,lasalimu selatan,kecamatan
5478,batu atas,kecamatan
5479,siompu,kecamatan
5480,kadatua,kecamatan
5481,mawasangka timur,kecamatan
5482,talaga raya,kecamatan
5483,mawasangka tengah,kecamatan
5484,sangia wambulu,kecamatan
5485,siontapia,kecamatan
5486,wolowa,kecamatan
5487,wabula,kecamatan
5488,lapandewa,kecamatan
5489,siompu barat,kecamatan
5490,watubangga,kecamatan
5491,pomalaa,kecamatan
5492,wundulako,kecamatan
5493,ladongi,kecamatan
5494,tirawuta,kecamatan
5495,kolaka,kecamatan
5496,wolo,kecamatan
5497,mowewe,kecamatan
5498,tanggetada,kecamatan
